[2019-08-28 11:39:33] main.CRITICAL: The contents from the "/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js" file can't be read. Warning!file_get_contents(/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js): failed to open stream: No such file or directory {"exception":"[object] (Magento\\Framework\\Exception\\FileSystemException(code: 0): The contents from the \"/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js\" file can't be read. Warning!file_get_contents(/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js): failed to open stream: No such file or directory at /var/www/eliferous/vendor/magento/framework/Filesystem/Driver/File.php:150)"} []
[2019-08-29 11:08:01] main.CRITICAL: Cannot resize image "/var/www/eliferous/pub/media/catalog/product/g/a/garment_2.jpg.tmp" - original image not found {"exception":"[object] (Magento\\Framework\\Exception\\NotFoundException(code: 0): Cannot resize image \"/var/www/eliferous/pub/media/catalog/product/g/a/garment_2.jpg.tmp\" - original image not found at /var/www/eliferous/vendor/magento/module-media-storage/Service/ImageResize.php:136)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//_/m/_m4a0007e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a0007e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//_/m/_m4a0012e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a0012e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//p/e/pearl_galaxy_earring_1_-min_1_.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//p/e/pearl_galaxy_earring_1_-min_1_.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//p/e/pearl_galaxy_earring-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//p/e/pearl_galaxy_earring-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_1_9.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_1_9.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4563e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4563e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4566e-min_1__1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4566e-min_1__1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4601e-min_1__1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4601e-min_1__1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4607e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4607e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_1_10.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_1_10.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//_/m/_m4a9808e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9808e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//_/m/_m4a9814e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9814e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4487e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4487e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4494e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4494e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_1_11.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_1_11.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//k/b/kbi_8754-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//k/b/kbi_8754-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_1_12.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_1_12.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_0966e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0966e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_0968e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0968e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4733e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4733e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4734e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4734e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_1_13.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_1_13.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//k/b/kbi_8817-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//k/b/kbi_8817-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_1_14.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_1_14.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//k/b/kbi_8811-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//k/b/kbi_8811-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_2.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_2.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_9729e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9729e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_2_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_2_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//e/e/ee0037_2_-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//e/e/ee0037_2_-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//e/e/ee0037-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//e/e/ee0037-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_9838e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9838e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_2_2.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_2_2.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4780e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4780e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4775e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4775e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_2_3.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_2_3.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//k/b/kbi_8803-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//k/b/kbi_8803-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_2_4.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_2_4.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4794e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4794e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_4800e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4800e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_9964e-min-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9964e-min-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//u/n/untitled-1_2_5.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled-1_2_5.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-29 12:59:24] main.CRITICAL: File 'pub/media/import//i/m/img_9923e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9923e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
